slot,avg_reward_offload,avg_reward_offload_only,avg_reward_local
273,19.731510089532296,18.70615355362446,5.342864310299884
274,19.7651617631473,18.74355506861139,5.342869971272505
275,19.680561174917674,18.780676936216597,5.341966500165326
276,19.668744156772792,18.81743850043336,5.341975373051678
277,19.61612925157433,18.85402561292293,5.342886708949679
278,19.603729736881363,18.89214806992696,5.344690769049855
279,19.5616316685056,18.888205658983846,5.3437937247765515
280,19.52162001490395,18.928612312559057,5.3437959451052
281,19.51587284106774,18.964290449026976,5.342908469915496
282,19.519913074468363,19.00148115190292,5.342027288876073
283,19.518628111873223,19.036553192567727,5.342035727490639
284,19.505957229437975,18.957199132030517,5.341163824988201
285,19.53910148007168,18.992276218093718,5.340298041099816
286,19.528192258697057,19.02885626159704,5.3403124375183415
287,19.526896357656454,18.952100664866737,5.339455653474021
288,19.527341921206407,18.875878093113727,5.339472874874452
289,19.49129011061415,18.872078914302946,5.340355028998756
290,19.495260209060454,18.906837499633088,5.34209316826703
291,19.510920439864446,18.9413571943424,5.341242041973323
292,19.499475726600974,18.977352781553705,5.341252909695326
293,19.490668861209606,19.011403347691896,5.340410460914107
294,19.487442829085758,19.04691581474071,5.339573743076978
295,19.52631308613985,19.080499722690888,5.339590155530271
296,19.54591688440635,19.004214250654773,5.340451051683203
297,19.51498237860041,19.039392211629146,5.342147901397396
298,19.50962694835991,19.07257166279832,5.341316584334982
299,19.513458358766876,19.105529177839273,5.3404908279218155
300,19.445913497570984,19.138357976113287,5.339670576551404
301,19.48097457399189,19.17262279566123,5.339686340140264
302,19.416468035667414,19.168004559307377,5.340529813904032
303,19.352387283074453,19.20433744412829,5.342192802692462
304,19.288728114380127,19.2364023494438,5.350469696960063
305,19.32696857518558,19.161856767970214,5.349630174730025
306,19.33049226827335,19.19548491140836,5.349613133037437
307,19.37160489495664,19.227272154889256,5.350410534613205
308,19.374593890157424,19.26046954613976,5.349579381633286
309,19.371900108690244,19.188429191621506,5.349562669772979
310,19.360765261566286,19.21993157700351,5.348739614118221
311,19.38693417551708,19.2528323393284,5.347921851425874
312,19.35158620912133,19.18150915875363,5.34791061285335
313,19.3470094613827,19.215919891984587,5.347100724048063
314,19.31037699627256,19.212978157987177,5.347092172114146
315,19.274021414252783,19.210803355634198,5.346290023684571
316,19.239478209334397,19.143680560204977,5.346284091384298
317,19.270117295929694,19.18093762045683,5.34706684004491
318,19.30056368386716,19.21323677466937,5.348630829279983
319,19.26155993771097,19.1436028035889,5.350968711999476
320,19.251117867593948,19.074404044827684,5.359585586837113
321,19.243077305701952,19.105175585685057,5.358759511541042
322,19.273229452765126,19.135677738089896,5.358714964662958
323,19.26439302773158,19.167617028869937,5.359444687424988
324,19.264056069806614,19.09919845779318,5.360941510663794
325,19.293865339315037,19.12951498149241,5.368625901892654
326,19.323491729869417,19.16117925657999,5.37779689194833
327,19.31460968839254,19.093408066192897,5.3884408423094765
328,19.304260565867754,19.089441015432545,5.400544280778177
329,19.333585210530902,19.123217999154768,5.408014871596611
330,19.3247533285806,19.152926031460492,5.407064570218435
331,19.33903621089009,19.08448818846514,5.406120010842543
332,19.30822094718272,19.114209816391583,5.405181141583373
333,19.300298654549326,19.14525443754369,5.404247911178613
334,19.2675383851047,19.174540707670936,5.403320268979869
335,19.230496087417947,19.205226164245182,5.402398164943507
336,19.220643710670466,19.234234624054107,5.4014815496216455
337,19.249520342567713,19.264554606356747,5.400570374153327
338,19.239669979128944,19.19868314302433,5.399664590255827
339,19.203146966388278,19.194492087784724,5.398764150216129
340,19.19349093854673,19.22686731299725,5.397869006882547
341,19.183891544299566,19.224856310369102,5.397712251486405
342,19.196664923915716,19.253304592093293,5.39682541863644
343,19.160693214691598,19.281507402787028,5.396672619797262
344,19.19061000377692,19.215282090569623,5.397247453509474
345,19.218904086838567,19.20970479586304,5.3985435925335
346,19.20936996375598,19.240029546915586,5.405652913537863
347,19.233188775100377,19.268018132256014,5.404755975506913
348,19.201939292011133,19.297282645266897,5.403864192292233
349,19.217986421183088,19.324874582271985,5.402977519583081
350,19.21141807188522,19.259660654894066,5.40281019928941
351,19.239169213162025,19.288704837244918,5.403356083099976
352,19.174569300624633,19.316163541286958,5.402478410752528
353,19.169236853361667,19.343389334824515,5.401605711052941
354,19.192768098126926,19.278859986421054,5.400737941860132
355,19.16224866309007,19.307516912262244,5.399875061507845
356,19.19537203386803,19.334614248632416,5.399017028797986
357,19.190041062951867,19.36296033942068,5.39886408310611
358,19.2173092964633,19.300493969757497,5.399410315881787
359,19.244425617810318,19.238375602153713,5.398560747917766
360,19.239002811696395,19.265363916203405,5.398410344220212
361,19.22980916817442,19.202301966297025,5.398953294559763
362,19.222735286955512,19.229165410202402,5.400183852908488
363,19.213637111234597,19.2573276781083,5.406955711881311
364,19.23639991450116,19.283892351135595,5.415063989211426
365,19.227314154462153,19.310380505406577,5.414185499971937
366,19.218278043385105,19.336723915665146,5.413994871329387
367,19.24480063362123,19.36292376510487,5.414486480445106
368,19.271110601084334,19.39034562623242,5.415654765598239
369,19.26740899690807,19.416258154779335,5.390138086016672
370,19.2583622090793,19.443381966955723,5.389338835559325
371,19.284422873367614,19.38288767593967,5.38854389372978
372,19.311755254514594,19.408543538800167,5.38775322578104
373,19.28104912423451,19.43546987960779,5.38763703862559
374,19.28138393582758,19.460915330892377,5.386853023593966
375,19.312505761758825,19.487564006436777,5.386739856642511
376,19.328507175618572,19.512741146472965,5.385962398025904
377,19.299408664967178,19.537779150487744,5.385852193831666
378,19.33024136336685,19.56400742961355,5.385081197067027
379,19.33304446969053,19.504471789957577,5.384973899493759
380,19.326691889946428,19.499965852133474,5.384209271907718
381,19.327554164933556,19.528055360815653,5.3841048260937825
382,19.319285866509464,19.52547462797791,5.383346476854789
383,19.31559378503044,19.46927234435395,5.382592087664041
384,19.341990855017453,19.493972595176057,5.382492669250328
385,19.335697538944498,19.519837779760127,5.381744416646556
386,19.303336704431167,19.5153620741566,5.381000040999281
387,19.333442213360396,19.54291118678163,5.3809055070866165
388,19.348894778204887,19.567161592640552,5.380167130565255
389,19.325782885870282,19.560028054913452,5.38007522384606
390,19.324411943641895,19.584751235952247,5.379342762802347
391,19.2982839557043,19.61062672808547,5.379253434551697
