fold,window_size,epoch,loss
1,24,79,14.245786666870117
1,24,80,14.163187980651855
1,48,1,33.65253829956055
1,48,2,30.785362243652344
1,48,3,28.599594116210938
1,48,4,27.216825485229492
1,48,5,26.349153518676758
1,48,6,25.4982967376709
1,48,7,24.66364097595215
1,48,8,23.8949031829834
1,48,9,23.233156204223633
1,48,10,22.659269332885742
1,48,11,22.090120315551758
1,48,12,21.475080490112305
1,48,13,20.894296646118164
1,48,14,20.333826065063477
1,48,15,19.851730346679688
1,48,16,19.436880111694336
1,48,17,19.050683975219727
1,48,18,18.658117294311523
1,48,19,18.286714553833008
1,48,20,17.94013786315918
1,48,21,17.614625930786133
1,48,22,17.31792640686035
1,48,23,17.02195930480957
1,48,24,16.734678268432617
1,48,25,16.455841064453125
1,48,26,16.187530517578125
1,48,27,15.937699317932129
1,48,28,15.686290740966797
1,48,29,15.438377380371094
1,48,30,15.193599700927734
1,48,31,14.948707580566406
1,48,32,14.712181091308594
1,48,33,14.499176025390625
1,48,34,14.311534881591797
1,48,35,14.154297828674316
1,48,36,14.015013694763184
1,48,37,13.903748512268066
1,48,38,13.80272388458252
1,48,39,13.723309516906738
1,48,40,13.620956420898438
1,48,41,13.526237487792969
1,48,42,13.44475269317627
1,48,43,13.377494812011719
1,48,44,13.312740325927734
1,48,45,13.247496604919434
1,48,46,13.199244499206543
1,48,47,13.1334810256958
1,48,48,13.086588859558105
1,48,49,13.042495727539062
1,48,50,13.003825187683105
1,48,51,12.955955505371094
1,48,52,12.91623306274414
1,48,53,12.878814697265625
1,48,54,12.843005180358887
1,48,55,12.80252742767334
1,48,56,12.768595695495605
1,48,57,12.739275932312012
1,48,58,12.699881553649902
1,48,59,12.6639404296875
1,48,60,12.633922576904297
1,48,61,12.607779502868652
1,48,62,12.571094512939453
1,48,63,12.533973693847656
1,48,64,12.51237964630127
1,48,65,12.473888397216797
1,48,66,12.453999519348145
1,48,67,12.413948059082031
1,48,68,12.402173042297363
1,48,69,12.354801177978516
1,48,70,12.324019432067871
1,48,71,12.297725677490234
1,48,72,12.281394958496094
1,48,73,12.23875904083252
1,48,74,12.210186958312988
1,48,75,12.183915138244629
1,48,76,12.15638256072998
1,48,77,12.125068664550781
1,48,78,12.099349975585938
1,48,79,12.075013160705566
1,48,80,12.04164981842041
1,72,1,135.6156768798828
1,72,2,130.78074645996094
1,72,3,126.14102935791016
1,72,4,121.45230102539062
1,72,5,116.68850708007812
1,72,6,111.8287582397461
1,72,7,106.86107635498047
1,72,8,101.78327178955078
1,72,9,96.5904769897461
1,72,10,91.32508850097656
1,72,11,85.94613647460938
1,72,12,80.37506866455078
1,72,13,74.63414764404297
1,72,14,68.81302642822266
1,72,15,63.05289840698242
1,72,16,57.74970245361328
1,72,17,53.313777923583984
1,72,18,49.91699981689453
1,72,19,47.353050231933594
1,72,20,45.06769561767578
1,72,21,42.94215393066406
1,72,22,40.8721923828125
1,72,23,38.858333587646484
1,72,24,36.92820358276367
1,72,25,35.14231491088867
1,72,26,33.64850616455078
1,72,27,32.59910202026367
1,72,28,31.83731460571289
1,72,29,31.09664535522461
1,72,30,30.294939041137695
1,72,31,29.47926139831543
1,72,32,28.725481033325195
1,72,33,28.05010223388672
1,72,34,27.430618286132812
1,72,35,26.808748245239258
1,72,36,26.193029403686523
1,72,37,25.586509704589844
1,72,38,24.98870086669922
1,72,39,24.412160873413086
1,72,40,23.857370376586914
1,72,41,23.301795959472656
1,72,42,22.775314331054688
1,72,43,22.27397918701172
1,72,44,21.798805236816406
1,72,45,21.338890075683594
1,72,46,20.907732009887695
1,72,47,20.517988204956055
1,72,48,20.15530014038086
1,72,49,19.817359924316406
1,72,50,19.51813316345215
1,72,51,19.24488639831543
1,72,52,18.99249839782715
1,72,53,18.76588249206543
1,72,54,18.558767318725586
1,72,55,18.369871139526367
1,72,56,18.19835090637207
1,72,57,18.039186477661133
1,72,58,17.898462295532227
1,72,59,17.77104377746582
1,72,60,17.654144287109375
1,72,61,17.542396545410156
1,72,62,17.439891815185547
1,72,63,17.339488983154297
1,72,64,17.240800857543945
1,72,65,17.136484146118164
1,72,66,17.03022575378418
1,72,67,16.926870346069336
1,72,68,16.829477310180664
1,72,69,16.738632202148438
1,72,70,16.64998435974121
1,72,71,16.563806533813477
1,72,72,16.477886199951172
1,72,73,16.394664764404297
1,72,74,16.310766220092773
1,72,75,16.22666358947754
1,72,76,16.13961410522461
1,72,77,16.051868438720703
1,72,78,15.96428394317627
1,72,79,15.87520980834961
1,72,80,15.79020881652832
2,24,1,336.0167541503906
2,24,2,297.3092041015625
2,24,3,259.7697448730469
2,24,4,222.6028594970703
2,24,5,185.7418212890625
2,24,6,150.3842315673828
2,24,7,126.94121551513672
2,24,8,111.00971221923828
2,24,9,95.58773803710938
2,24,10,80.02590942382812
2,24,11,65.74329376220703
2,24,12,53.150482177734375
2,24,13,42.15871047973633
2,24,14,33.609458923339844
2,24,15,27.972352981567383
2,24,16,24.908794403076172
2,24,17,23.391197204589844
2,24,18,22.249637603759766
2,24,19,21.260711669921875
2,24,20,20.594985961914062
2,24,21,20.12079620361328
2,24,22,19.728796005249023
2,24,23,19.382837295532227
2,24,24,19.065643310546875
2,24,25,18.726076126098633
2,24,26,18.424304962158203
2,24,27,18.12947654724121
2,24,28,17.856138229370117
2,24,29,17.6141300201416
2,24,30,17.395658493041992
2,24,31,17.213699340820312
2,24,32,17.042329788208008
2,24,33,16.90638542175293
2,24,34,16.757835388183594
2,24,35,16.648906707763672
2,24,36,16.526517868041992
2,24,37,16.430908203125
2,24,38,16.333011627197266
2,24,39,16.225797653198242
2,24,40,16.14255142211914
2,24,41,16.0555477142334
2,24,42,15.982894897460938
2,24,43,15.900199890136719
2,24,44,15.825754165649414
2,24,45,15.748285293579102
2,24,46,15.69691276550293
2,24,47,15.619318008422852
2,24,48,15.555612564086914
2,24,49,15.486738204956055
2,24,50,15.440157890319824
2,24,51,15.356515884399414
2,24,52,15.308241844177246
2,24,53,15.237667083740234
2,24,54,15.184589385986328
2,24,55,15.14895248413086
2,24,56,15.064703941345215
2,24,57,15.011133193969727
2,24,58,14.962209701538086
2,24,59,14.914284706115723
2,24,60,14.852193832397461
2,24,61,14.793057441711426
2,24,62,14.75022029876709
2,24,63,14.688026428222656
2,24,64,14.640026092529297
2,24,65,14.586697578430176
2,24,66,14.536176681518555
2,24,67,14.49155330657959
2,24,68,14.436199188232422
2,24,69,14.379508972167969
2,24,70,14.339841842651367
2,24,71,14.28702163696289
2,24,72,14.240493774414062
2,24,73,14.19105052947998
2,24,74,14.159533500671387
2,24,75,14.099920272827148
2,24,76,14.041239738464355
2,24,77,14.002405166625977
2,24,78,13.949018478393555
2,24,79,13.902227401733398
2,24,80,13.91109561920166
2,48,1,79.14985656738281
2,48,2,63.307838439941406
2,48,3,51.39368438720703
2,48,4,44.39071273803711
2,48,5,40.25733947753906
2,48,6,36.925472259521484
2,48,7,33.773216247558594
2,48,8,30.60114860534668
2,48,9,27.672237396240234
2,48,10,25.48788833618164
2,48,11,24.210920333862305
2,48,12,23.297672271728516
2,48,13,22.44363021850586
2,48,14,21.56839942932129
2,48,15,20.699121475219727
2,48,16,19.90081214904785
2,48,17,19.176090240478516
2,48,18,18.542530059814453
2,48,19,17.959850311279297
2,48,20,17.420835494995117
2,48,21,16.93691635131836
2,48,22,16.490467071533203
2,48,23,16.089136123657227
2,48,24,15.737351417541504
2,48,25,15.410021781921387
2,48,26,15.129446983337402
2,48,27,14.886677742004395
2,48,28,14.672388076782227
2,48,29,14.47999382019043
2,48,30,14.312807083129883
2,48,31,14.161474227905273
2,48,32,14.032549858093262
2,48,33,13.9098539352417
2,48,34,13.807215690612793
2,48,35,13.718234062194824
2,48,36,13.62932300567627
2,48,37,13.548830032348633
2,48,38,13.472082138061523
2,48,39,13.39759349822998
2,48,40,13.330509185791016
2,48,41,13.266148567199707
2,48,42,13.207704544067383
2,48,43,13.143657684326172
2,48,44,13.087579727172852
2,48,45,13.036271095275879
2,48,46,12.985186576843262
2,48,47,12.926397323608398
2,48,48,12.881906509399414
2,48,49,12.830413818359375
2,48,50,12.766850471496582
2,48,51,12.706033706665039
2,48,52,12.64218521118164
2,48,53,12.583868026733398
2,48,54,12.528035163879395
2,48,55,12.477402687072754
2,48,56,12.434762001037598
2,48,57,12.390090942382812
2,48,58,12.349526405334473
2,48,59,12.309517860412598
2,48,60,12.275158882141113
2,48,61,12.235180854797363
2,48,62,12.199753761291504
2,48,63,12.161922454833984
2,48,64,12.131832122802734
2,48,65,12.095762252807617
2,48,66,12.062444686889648
2,48,67,12.030094146728516
2,48,68,11.997003555297852
2,48,69,11.966032028198242
2,48,70,11.930950164794922
2,48,71,11.906365394592285
2,48,72,11.870695114135742
2,48,73,11.846482276916504
2,48,74,11.82005500793457
2,48,75,11.78679084777832
2,48,76,11.763219833374023
2,48,77,11.736444473266602
2,48,78,11.712285995483398
2,48,79,11.686338424682617
2,48,80,11.662535667419434
2,72,1,494.9934997558594
2,72,2,475.0990295410156
2,72,3,455.0340576171875
2,72,4,434.5025329589844
2,72,5,413.5572814941406
2,72,6,392.0831298828125
2,72,7,369.72735595703125
2,72,8,345.7223815917969
2,72,9,319.7289733886719
2,72,10,292.9405212402344
2,72,11,267.4657897949219
2,72,12,244.0852813720703
2,72,13,223.06375122070312
2,72,14,203.2431640625
2,72,15,183.96128845214844
2,72,16,164.83798217773438
2,72,17,145.84852600097656
2,72,18,126.92011260986328
2,72,19,108.01337432861328
2,72,20,89.17503356933594
2,72,21,72.34278869628906
2,72,22,59.89333724975586
2,72,23,51.511741638183594
2,72,24,45.945796966552734
2,72,25,42.358978271484375
2,72,26,40.416961669921875
2,72,27,39.223045349121094
2,72,28,38.206153869628906
2,72,29,37.136722564697266
2,72,30,36.005489349365234
2,72,31,34.92589569091797
2,72,32,33.88188552856445
2,72,33,32.97551345825195
2,72,34,32.189483642578125
2,72,35,31.48300552368164
2,72,36,30.80400848388672
2,72,37,30.174619674682617
2,72,38,29.577892303466797
2,72,39,29.003761291503906
2,72,40,28.427698135375977
2,72,41,27.840879440307617
2,72,42,27.233625411987305
2,72,43,26.495487213134766
2,72,44,25.664329528808594
2,72,45,24.779159545898438
2,72,46,23.876134872436523
2,72,47,22.913761138916016
2,72,48,21.97889518737793
2,72,49,21.08984375
2,72,50,20.199462890625
2,72,51,19.222558975219727
2,72,52,18.24109649658203
2,72,53,17.346662521362305
2,72,54,16.471965789794922
2,72,55,15.787577629089355
2,72,56,15.23788070678711
2,72,57,14.830243110656738
2,72,58,14.54758071899414
2,72,59,14.335368156433105
2,72,60,14.177794456481934
2,72,61,14.039514541625977
2,72,62,13.927614212036133
2,72,63,13.82501220703125
2,72,64,13.716862678527832
2,72,65,13.622386932373047
2,72,66,13.526674270629883
2,72,67,13.438373565673828
2,72,68,13.349997520446777
2,72,69,13.270550727844238
2,72,70,13.181062698364258
2,72,71,13.11107349395752
2,72,72,13.027229309082031
2,72,73,12.962677955627441
2,72,74,12.893168449401855
2,72,75,12.824959754943848
2,72,76,12.76649284362793
2,72,77,12.708740234375
2,72,78,12.660881996154785
2,72,79,12.612908363342285
2,72,80,12.567704200744629
3,24,1,111.36335754394531
3,24,2,88.07673645019531
3,24,3,66.89706420898438
3,24,4,49.774200439453125
3,24,5,37.19840621948242
3,24,6,28.662857055664062
3,24,7,22.928369522094727
3,24,8,20.29863166809082
3,24,9,19.46123695373535
3,24,10,18.72674560546875
3,24,11,18.167613983154297
3,24,12,17.70526885986328
3,24,13,17.276264190673828
3,24,14,16.87749481201172
3,24,15,16.499431610107422
3,24,16,16.158235549926758
3,24,17,15.868124961853027
3,24,18,15.612914085388184
3,24,19,15.374083518981934
3,24,20,15.151752471923828
3,24,21,14.944217681884766
3,24,22,14.740400314331055
3,24,23,14.546277046203613
3,24,24,14.34863567352295
3,24,25,14.151894569396973
3,24,26,13.963523864746094
3,24,27,13.793478965759277
3,24,28,13.646907806396484
3,24,29,13.516921997070312
3,24,30,13.407711029052734
3,24,31,13.313321113586426
3,24,32,13.220295906066895
3,24,33,13.135393142700195
3,24,34,13.058101654052734
3,24,35,12.984350204467773
3,24,36,12.909319877624512
3,24,37,12.837181091308594
3,24,38,12.76651382446289
3,24,39,12.69754695892334
3,24,40,12.63249683380127
3,24,41,12.571863174438477
3,24,42,12.510822296142578
3,24,43,12.453542709350586
3,24,44,12.403404235839844
3,24,45,12.355079650878906
3,24,46,12.304457664489746
3,24,47,12.26257610321045
3,24,48,12.22246265411377
3,24,49,12.185151100158691
3,24,50,12.15007495880127
3,24,51,12.117159843444824
3,24,52,12.08617115020752
3,24,53,12.052812576293945
3,24,54,12.02958869934082
3,24,55,11.99923324584961
3,24,56,11.979552268981934
3,24,57,11.95054817199707
3,24,58,11.9288330078125
3,24,59,11.904903411865234
3,24,60,11.884459495544434
3,24,61,11.862388610839844
3,24,62,11.843998908996582
3,24,63,11.828908920288086
3,24,64,11.810543060302734
3,24,65,11.79161548614502
3,24,66,11.780495643615723
3,24,67,11.769287109375
3,24,68,11.75263786315918
3,24,69,11.737380027770996
3,24,70,11.724682807922363
3,24,71,11.712331771850586
3,24,72,11.700124740600586
3,24,73,11.691006660461426
3,24,74,11.673123359680176
3,24,75,11.668086051940918
3,24,76,11.65950870513916
3,24,77,11.648372650146484
3,24,78,11.636621475219727
3,24,79,11.62998104095459
3,24,80,11.617976188659668
3,48,1,68.40546417236328
3,48,2,44.44584655761719
3,48,3,30.73151206970215
3,48,4,25.720542907714844
3,48,5,23.782180786132812
3,48,6,22.59627342224121
3,48,7,21.404245376586914
3,48,8,20.417774200439453
3,48,9,19.43058204650879
3,48,10,18.54117774963379
3,48,11,17.696535110473633
3,48,12,16.908937454223633
3,48,13,16.101316452026367
3,48,14,15.3745698928833
3,48,15,14.831032752990723
3,48,16,14.496788024902344
3,48,17,14.259432792663574
3,48,18,14.059664726257324
3,48,19,13.87580394744873
3,48,20,13.71962833404541
3,48,21,13.576104164123535
3,48,22,13.451190948486328
3,48,23,13.33914852142334
3,48,24,13.227442741394043
3,48,25,13.123150825500488
3,48,26,13.023468017578125
3,48,27,12.937923431396484
3,48,28,12.86025619506836
3,48,29,12.788532257080078
3,48,30,12.72689437866211
3,48,31,12.66083812713623
3,48,32,12.599372863769531
3,48,33,12.546677589416504
3,48,34,12.48896312713623
3,48,35,12.447665214538574
3,48,36,12.398041725158691
3,48,37,12.350306510925293
3,48,38,12.316577911376953
3,48,39,12.279263496398926
3,48,40,12.236895561218262
3,48,41,12.196410179138184
3,48,42,12.167128562927246
3,48,43,12.133727073669434
3,48,44,12.103737831115723
3,48,45,12.074649810791016
3,48,46,12.052284240722656
3,48,47,12.021041870117188
3,48,48,11.995381355285645
3,48,49,11.961215019226074
3,48,50,11.93526840209961
3,48,51,11.907245635986328
3,48,52,11.884422302246094
3,48,53,11.86160945892334
3,48,54,11.835261344909668
3,48,55,11.805434226989746
3,48,56,11.781524658203125
3,48,57,11.7548246383667
3,48,58,11.723670959472656
3,48,59,11.696948051452637
3,48,60,11.679837226867676
3,48,61,11.659680366516113
3,48,62,11.631855964660645
3,48,63,11.609854698181152
3,48,64,11.581755638122559
3,48,65,11.563687324523926
3,48,66,11.547325134277344
3,48,67,11.529033660888672
3,48,68,11.51258373260498
3,48,69,11.501426696777344
3,48,70,11.489457130432129
3,48,71,11.460453033447266
3,48,72,11.440463066101074
3,48,73,11.418190002441406
3,48,74,11.394116401672363
3,48,75,11.38228702545166
3,48,76,11.368183135986328
3,48,77,11.345489501953125
3,48,78,11.323436737060547
3,48,79,11.304492950439453
3,48,80,11.286290168762207
3,72,1,42.520042419433594
3,72,2,35.341800689697266
3,72,3,29.45980453491211
3,72,4,24.971126556396484
3,72,5,21.6131591796875
3,72,6,19.252552032470703
3,72,7,17.74955177307129
3,72,8,16.701438903808594
3,72,9,16.082050323486328
3,72,10,15.588748931884766
3,72,11,15.10827350616455
3,72,12,14.737471580505371
3,72,13,14.387450218200684
3,72,14,14.09831714630127
3,72,15,13.862136840820312
3,72,16,13.679437637329102
3,72,17,13.482120513916016
3,72,18,13.329630851745605
3,72,19,13.189929008483887
3,72,20,13.06875991821289
3,72,21,12.956835746765137
3,72,22,12.83592700958252
3,72,23,12.726330757141113
3,72,24,12.598731994628906
3,72,25,12.49751091003418
3,72,26,12.38623046875
3,72,27,12.247764587402344
3,72,28,12.135839462280273
3,72,29,12.022604942321777
3,72,30,11.966524124145508
3,72,31,11.889432907104492
3,72,32,11.812907218933105
3,72,33,11.748055458068848
3,72,34,11.716793060302734
3,72,35,11.669151306152344
3,72,36,11.623692512512207
3,72,37,11.598722457885742
3,72,38,11.560839653015137
3,72,39,11.532929420471191
3,72,40,11.501429557800293
3,72,41,11.470930099487305
3,72,42,11.438628196716309
3,72,43,11.433454513549805
3,72,44,11.413172721862793
3,72,45,11.361906051635742
3,72,46,11.349239349365234
3,72,47,11.319679260253906
3,72,48,11.286198616027832
3,72,49,11.253003120422363
3,72,50,11.232844352722168
3,72,51,11.218916893005371
3,72,52,11.18482780456543
3,72,53,11.158926963806152
3,72,54,11.131705284118652
3,72,55,11.120766639709473
3,72,56,11.07471752166748
3,72,57,11.067549705505371
3,72,58,11.02648639678955
3,72,59,11.016036033630371
3,72,60,10.985692977905273
3,72,61,10.954156875610352
3,72,62,10.94263744354248
3,72,63,10.905533790588379
3,72,64,10.881987571716309
3,72,65,10.860897064208984
3,72,66,10.85702896118164
3,72,67,10.823212623596191
3,72,68,10.801365852355957
3,72,69,10.785558700561523
3,72,70,10.757824897766113
3,72,71,10.751778602600098
3,72,72,10.73154354095459
3,72,73,10.703851699829102
3,72,74,10.693986892700195
3,72,75,10.675115585327148
3,72,76,10.652454376220703
3,72,77,10.641009330749512
3,72,78,10.622739791870117
3,72,79,10.605395317077637
3,72,80,10.59792423248291
4,24,1,76.21198272705078
4,24,2,61.371681213378906
4,24,3,55.753116607666016
4,24,4,51.47987365722656
4,24,5,47.43210983276367
4,24,6,43.45539855957031
4,24,7,39.44309997558594
4,24,8,35.34257888793945
4,24,9,30.99748420715332
4,24,10,26.79539680480957
4,24,11,23.57909393310547
4,24,12,21.44725799560547
4,24,13,20.337804794311523
4,24,14,19.555397033691406
4,24,15,18.877811431884766
4,24,16,18.23701286315918
4,24,17,17.643516540527344
4,24,18,17.086633682250977
4,24,19,16.574430465698242
4,24,20,16.1158447265625
4,24,21,15.722436904907227
4,24,22,15.375718116760254
4,24,23,15.092328071594238
4,24,24,14.84422779083252
4,24,25,14.631011962890625
4,24,26,14.418353080749512
4,24,27,14.221721649169922
4,24,28,14.034680366516113
4,24,29,13.864992141723633
4,24,30,13.728009223937988
4,24,31,13.570005416870117
4,24,32,13.442621231079102
4,24,33,13.321770668029785
4,24,34,13.21527099609375
4,24,35,13.104010581970215
4,24,36,12.9981050491333
4,24,37,12.91922664642334
4,24,38,12.833782196044922
4,24,39,12.747605323791504
4,24,40,12.683059692382812
4,24,41,12.620809555053711
4,24,42,12.556893348693848
4,24,43,12.498815536499023
4,24,44,12.450169563293457
4,24,45,12.393665313720703
4,24,46,12.316778182983398
4,24,47,12.277294158935547
4,24,48,12.226981163024902
4,24,49,12.163747787475586
4,24,50,12.116414070129395
4,24,51,12.073007583618164
4,24,52,12.018172264099121
4,24,53,11.983203887939453
4,24,54,11.918129920959473
4,24,55,11.871222496032715
4,24,56,11.857843399047852
4,24,57,11.816720962524414
4,24,58,11.791082382202148
4,24,59,11.767635345458984
4,24,60,11.74179744720459
4,24,61,11.72115707397461
4,24,62,11.70577335357666
4,24,63,11.681967735290527
4,24,64,11.661107063293457
4,24,65,11.64484691619873
4,24,66,11.622013092041016
4,24,67,11.605218887329102
4,24,68,11.588091850280762
4,24,69,11.563196182250977
4,24,70,11.545835494995117
4,24,71,11.522381782531738
4,24,72,11.507847785949707
4,24,73,11.489785194396973
4,24,74,11.478180885314941
4,24,75,11.454124450683594
4,24,76,11.436236381530762
4,24,77,11.422310829162598
4,24,78,11.398253440856934
4,24,79,11.374085426330566
4,24,80,11.369671821594238
4,48,1,58.03561019897461
4,48,2,44.260433197021484
4,48,3,35.05608367919922
4,48,4,29.281869888305664
4,48,5,25.06056022644043
4,48,6,22.598596572875977
4,48,7,21.061887741088867
4,48,8,19.695650100708008
4,48,9,18.595266342163086
4,48,10,17.745546340942383
4,48,11,17.000167846679688
4,48,12,16.36250114440918
4,48,13,15.798748970031738
4,48,14,15.312237739562988
4,48,15,14.875239372253418
4,48,16,14.494888305664062
4,48,17,14.159255981445312
4,48,18,13.86758041381836
4,48,19,13.604817390441895
4,48,20,13.362268447875977
4,48,21,13.125896453857422
4,48,22,12.920256614685059
4,48,23,12.727108001708984
4,48,24,12.59830379486084
4,48,25,12.476033210754395
4,48,26,12.36872386932373
4,48,27,12.278533935546875
4,48,28,12.208311080932617
4,48,29,12.145147323608398
4,48,30,12.086670875549316
4,48,31,12.020953178405762
4,48,32,11.971959114074707
4,48,33,11.927677154541016
4,48,34,11.886087417602539
4,48,35,11.852685928344727
4,48,36,11.821239471435547
4,48,37,11.78414535522461
4,48,38,11.730729103088379
4,48,39,11.695162773132324
4,48,40,11.656518936157227
4,48,41,11.615530967712402
4,48,42,11.576899528503418
4,48,43,11.545963287353516
4,48,44,11.517706871032715
4,48,45,11.485392570495605
4,48,46,11.450784683227539
4,48,47,11.428173065185547
4,48,48,11.39353084564209
4,48,49,11.359492301940918
4,48,50,11.298554420471191
4,48,51,11.249828338623047
4,48,52,11.202695846557617
4,48,53,11.144600868225098
4,48,54,11.079330444335938
4,48,55,11.024581909179688
4,48,56,10.972783088684082
4,48,57,10.934151649475098
4,48,58,10.899618148803711
4,48,59,10.868350982666016
4,48,60,10.849081993103027
4,48,61,10.81812858581543
4,48,62,10.79056453704834
4,48,63,10.772054672241211
4,48,64,10.7477445602417
4,48,65,10.727927207946777
4,48,66,10.709700584411621
4,48,67,10.683670997619629
4,48,68,10.674729347229004
4,48,69,10.652617454528809
4,48,70,10.63190746307373
4,48,71,10.613912582397461
4,48,72,10.609533309936523
4,48,73,10.585973739624023
4,48,74,10.573275566101074
4,48,75,10.552862167358398
4,48,76,10.544623374938965
4,48,77,10.527494430541992
4,48,78,10.522272109985352
4,48,79,10.49744987487793
4,48,80,10.485118865966797
4,72,1,68.25824737548828
4,72,2,61.73573303222656
4,72,3,54.765682220458984
4,72,4,48.32095718383789
4,72,5,42.09282302856445
4,72,6,36.15973663330078
4,72,7,31.209217071533203
4,72,8,27.228389739990234
4,72,9,24.084476470947266
4,72,10,21.534231185913086
4,72,11,19.759790420532227
4,72,12,18.515432357788086
4,72,13,17.516616821289062
4,72,14,16.587034225463867
4,72,15,15.744887351989746
4,72,16,15.079907417297363
4,72,17,14.508886337280273
4,72,18,14.027905464172363
4,72,19,13.681716918945312
4,72,20,13.420248031616211
4,72,21,13.235361099243164
4,72,22,13.063056945800781
4,72,23,12.873398780822754
4,72,24,12.703092575073242
4,72,25,12.563241004943848
4,72,26,12.46432113647461
4,72,27,12.37725830078125
4,72,28,12.294377326965332
4,72,29,12.218441009521484
4,72,30,12.151209831237793
4,72,31,12.097990036010742
4,72,32,12.040630340576172
4,72,33,11.997902870178223
4,72,34,11.938128471374512
4,72,35,11.891613960266113
4,72,36,11.835137367248535
4,72,37,11.783206939697266
4,72,38,11.729687690734863
4,72,39,11.652789115905762
4,72,40,11.570077896118164
4,72,41,11.479734420776367
4,72,42,11.410378456115723
4,72,43,11.341866493225098
4,72,44,11.284360885620117
4,72,45,11.226850509643555
4,72,46,11.175854682922363
4,72,47,11.126842498779297
4,72,48,11.086562156677246
4,72,49,11.06567668914795
4,72,50,11.027417182922363
4,72,51,11.00153636932373
4,72,52,10.976492881774902
4,72,53,10.949363708496094
4,72,54,10.920638084411621
4,72,55,10.895953178405762
4,72,56,10.868548393249512
4,72,57,10.838654518127441
4,72,58,10.817707061767578
4,72,59,10.811934471130371
4,72,60,10.772879600524902
4,72,61,10.774555206298828
4,72,62,10.760017395019531
4,72,63,10.732519149780273
4,72,64,10.696891784667969
4,72,65,10.689681053161621
4,72,66,10.657855033874512
4,72,67,10.638460159301758
4,72,68,10.62420654296875
4,72,69,10.608884811401367
4,72,70,10.57746696472168
4,72,71,10.5715913772583
4,72,72,10.571420669555664
4,72,73,10.574496269226074
4,72,74,10.538558006286621
4,72,75,10.504585266113281
4,72,76,10.493304252624512
4,72,77,10.479698181152344
4,72,78,10.465691566467285
4,72,79,10.448667526245117
4,72,80,10.436742782592773
5,24,1,134.19471740722656
5,24,2,102.40794372558594
5,24,3,77.09904479980469
5,24,4,53.88788986206055
5,24,5,32.7852783203125
5,24,6,23.765274047851562
5,24,7,19.812274932861328
5,24,8,17.67881202697754
5,24,9,16.831398010253906
5,24,10,16.324312210083008
5,24,11,15.874302864074707
5,24,12,15.492079734802246
5,24,13,15.151692390441895
5,24,14,14.835395812988281
5,24,15,14.549378395080566
5,24,16,14.293313980102539
5,24,17,14.052077293395996
5,24,18,13.827844619750977
5,24,19,13.633065223693848
5,24,20,13.47114372253418
5,24,21,13.327896118164062
5,24,22,13.209540367126465
5,24,23,13.079798698425293
5,24,24,12.954940795898438
5,24,25,12.834630012512207
5,24,26,12.715624809265137
5,24,27,12.603584289550781
5,24,28,12.512332916259766
5,24,29,12.422876358032227
5,24,30,12.326733589172363
5,24,31,12.2445068359375
5,24,32,12.16972541809082
5,24,33,12.105978012084961
5,24,34,12.025376319885254
5,24,35,11.970845222473145
5,24,36,11.898333549499512
5,24,37,11.844876289367676
5,24,38,11.794859886169434
