fold,window_size,epoch,loss
5,24,39,11.740615844726562
5,24,40,11.699685096740723
5,24,41,11.653164863586426
5,24,42,11.594579696655273
5,24,43,11.550407409667969
5,24,44,11.503212928771973
5,24,45,11.49033260345459
5,24,46,11.434301376342773
5,24,47,11.370145797729492
5,24,48,11.355579376220703
5,24,49,11.291162490844727
5,24,50,11.25332260131836
5,24,51,11.21446418762207
5,24,52,11.192364692687988
5,24,53,11.14278507232666
5,24,54,11.125883102416992
5,24,55,11.085623741149902
5,24,56,11.057819366455078
5,24,57,11.023451805114746
5,24,58,10.985875129699707
5,24,59,10.945385932922363
5,24,60,10.931272506713867
5,24,61,10.898470878601074
5,24,62,10.874259948730469
5,24,63,10.855622291564941
5,24,64,10.818401336669922
5,24,65,10.815702438354492
5,24,66,10.77507209777832
5,24,67,10.748665809631348
5,24,68,10.729533195495605
5,24,69,10.715839385986328
5,24,70,10.701324462890625
5,24,71,10.654376983642578
5,24,72,10.660128593444824
5,24,73,10.64067554473877
5,24,74,10.601877212524414
5,24,75,10.596068382263184
5,24,76,10.576300621032715
5,24,77,10.547635078430176
5,24,78,10.535508155822754
5,24,79,10.507284164428711
5,24,80,10.49814224243164
5,48,1,230.70375061035156
5,48,2,203.3338623046875
5,48,3,175.8279571533203
5,48,4,149.32655334472656
5,48,5,124.22042083740234
5,48,6,105.98582458496094
5,48,7,92.57110595703125
5,48,8,80.8837890625
5,48,9,71.34635162353516
5,48,10,63.15702438354492
5,48,11,55.64278030395508
5,48,12,48.73590850830078
5,48,13,42.479148864746094
5,48,14,37.423858642578125
5,48,15,33.19160461425781
5,48,16,29.687063217163086
5,48,17,26.685007095336914
5,48,18,24.244356155395508
5,48,19,22.3255558013916
5,48,20,20.858823776245117
5,48,21,19.728212356567383
5,48,22,18.791959762573242
5,48,23,18.004947662353516
5,48,24,17.33658218383789
5,48,25,16.771215438842773
5,48,26,16.30900764465332
5,48,27,15.898037910461426
5,48,28,15.538873672485352
5,48,29,15.226527214050293
5,48,30,14.951171875
5,48,31,14.680070877075195
5,48,32,14.437338829040527
5,48,33,14.209663391113281
5,48,34,14.014765739440918
5,48,35,13.835468292236328
5,48,36,13.660550117492676
5,48,37,13.493142127990723
5,48,38,13.309622764587402
5,48,39,13.11284065246582
5,48,40,12.931025505065918
5,48,41,12.774980545043945
5,48,42,12.636993408203125
5,48,43,12.50190544128418
5,48,44,12.382481575012207
5,48,45,12.269746780395508
5,48,46,12.18075942993164
5,48,47,12.091228485107422
5,48,48,12.00818920135498
5,48,49,11.923942565917969
5,48,50,11.852912902832031
5,48,51,11.78766918182373
5,48,52,11.729557991027832
5,48,53,11.66797161102295
5,48,54,11.615812301635742
5,48,55,11.567741394042969
5,48,56,11.523765563964844
5,48,57,11.475900650024414
5,48,58,11.433753967285156
5,48,59,11.396394729614258
5,48,60,11.355989456176758
5,48,61,11.31763744354248
5,48,62,11.289831161499023
5,48,63,11.246527671813965
5,48,64,11.215805053710938
5,48,65,11.202950477600098
5,48,66,11.14972972869873
5,48,67,11.118829727172852
5,48,68,11.081023216247559
5,48,69,11.0518217086792
5,48,70,11.032426834106445
5,48,71,11.002702713012695
5,48,72,10.968938827514648
5,48,73,10.944300651550293
5,48,74,10.912479400634766
5,48,75,10.881367683410645
5,48,76,10.853261947631836
5,48,77,10.833857536315918
5,48,78,10.801403999328613
5,48,79,10.787542343139648
5,48,80,10.761813163757324
5,72,1,119.1432876586914
5,72,2,76.12600708007812
5,72,3,48.772979736328125
5,72,4,35.4459228515625
5,72,5,29.804059982299805
5,72,6,26.143539428710938
5,72,7,23.582752227783203
5,72,8,21.515138626098633
5,72,9,20.164966583251953
5,72,10,19.12049102783203
5,72,11,18.169198989868164
5,72,12,17.237632751464844
5,72,13,16.3529052734375
5,72,14,15.584207534790039
5,72,15,14.97653579711914
5,72,16,14.44716739654541
5,72,17,14.018632888793945
5,72,18,13.654435157775879
5,72,19,13.330894470214844
5,72,20,13.054801940917969
5,72,21,12.818208694458008
5,72,22,12.57380485534668
5,72,23,12.34455680847168
5,72,24,12.204566955566406
5,72,25,12.117901802062988
5,72,26,12.043316841125488
5,72,27,11.958907127380371
5,72,28,11.8836669921875
5,72,29,11.815157890319824
5,72,30,11.76063060760498
5,72,31,11.704021453857422
5,72,32,11.64572525024414
5,72,33,11.591044425964355
5,72,34,11.546466827392578
5,72,35,11.494394302368164
5,72,36,11.44821548461914
5,72,37,11.410906791687012
5,72,38,11.356213569641113
5,72,39,11.314857482910156
5,72,40,11.269327163696289
5,72,41,11.221508026123047
5,72,42,11.173933982849121
5,72,43,11.142937660217285
5,72,44,11.10197639465332
5,72,45,11.060104370117188
5,72,46,11.037518501281738
5,72,47,11.003318786621094
5,72,48,10.96165657043457
5,72,49,10.928895950317383
5,72,50,10.890105247497559
5,72,51,10.869023323059082
5,72,52,10.82544231414795
5,72,53,10.77846908569336
5,72,54,10.739395141601562
5,72,55,10.694208145141602
5,72,56,10.651206016540527
5,72,57,10.602043151855469
5,72,58,10.556999206542969
5,72,59,10.51470947265625
5,72,60,10.477547645568848
5,72,61,10.43196964263916
5,72,62,10.402243614196777
5,72,63,10.363675117492676
5,72,64,10.339183807373047
5,72,65,10.301461219787598
5,72,66,10.267393112182617
5,72,67,10.245101928710938
5,72,68,10.220992088317871
5,72,69,10.203934669494629
5,72,70,10.16601276397705
5,72,71,10.149062156677246
5,72,72,10.126158714294434
5,72,73,10.112051010131836
5,72,74,10.094400405883789
5,72,75,10.078801155090332
5,72,76,10.057238578796387
5,72,77,10.055322647094727
5,72,78,10.027956008911133
5,72,79,10.013625144958496
5,72,80,9.992724418640137
