split_time,window_size,epoch,loss
600,24,82,11.159394264221191
600,24,83,11.144454956054688
600,24,84,11.13071060180664
600,24,85,11.131526947021484
600,24,86,11.119274139404297
600,24,87,11.112858772277832
600,24,88,11.089018821716309
600,24,89,11.083446502685547
600,24,90,11.088979721069336
600,24,91,11.07341194152832
600,24,92,11.061002731323242
600,24,93,11.062358856201172
600,24,94,11.040165901184082
600,24,95,11.041994094848633
600,24,96,11.02639102935791
600,24,97,11.011052131652832
600,24,98,10.999590873718262
600,24,99,11.012886047363281
600,24,100,10.983455657958984
600,24,101,10.982418060302734
600,24,102,10.970346450805664
600,24,103,10.960009574890137
600,24,104,10.972587585449219
600,24,105,10.946755409240723
600,24,106,10.94287109375
600,24,107,10.926490783691406
600,24,108,10.914852142333984
600,24,109,10.913976669311523
600,24,110,10.920299530029297
600,24,111,10.929776191711426
600,24,112,10.899473190307617
600,24,113,10.884817123413086
600,24,114,10.872371673583984
600,24,115,10.865918159484863
600,24,116,10.873797416687012
600,24,117,10.884330749511719
600,24,118,10.868603706359863
600,24,119,10.8550386428833
600,24,120,10.841781616210938
600,48,1,63.34964370727539
600,48,2,55.92869567871094
600,48,3,49.921234130859375
600,48,4,44.62519073486328
600,48,5,39.302555084228516
600,48,6,34.00422286987305
600,48,7,28.81525230407715
600,48,8,24.305727005004883
600,48,9,21.766162872314453
600,48,10,20.503551483154297
600,48,11,19.535364151000977
600,48,12,18.737245559692383
600,48,13,17.994842529296875
600,48,14,17.287517547607422
600,48,15,16.648378372192383
600,48,16,16.093088150024414
600,48,17,15.5913724899292
600,48,18,15.1332368850708
600,48,19,14.731608390808105
600,48,20,14.34455394744873
600,48,21,13.979336738586426
600,48,22,13.656207084655762
600,48,23,13.388713836669922
600,48,24,13.16932201385498
600,48,25,12.972859382629395
600,48,26,12.801006317138672
600,48,27,12.646293640136719
600,48,28,12.513859748840332
600,48,29,12.39711856842041
600,48,30,12.295306205749512
600,48,31,12.20602798461914
600,48,32,12.121210098266602
600,48,33,12.043346405029297
600,48,34,11.97094440460205
600,48,35,11.906959533691406
600,48,36,11.840269088745117
600,48,37,11.789754867553711
600,48,38,11.7378511428833
600,48,39,11.68177318572998
600,48,40,11.644109725952148
600,48,41,11.594332695007324
600,48,42,11.546192169189453
600,48,43,11.51223087310791
600,48,44,11.465611457824707
600,48,45,11.430426597595215
600,48,46,11.399303436279297
600,48,47,11.368391990661621
600,48,48,11.338902473449707
600,48,49,11.307357788085938
600,48,50,11.273417472839355
600,48,51,11.247557640075684
600,48,52,11.222604751586914
600,48,53,11.188736915588379
600,48,54,11.162315368652344
600,48,55,11.141863822937012
600,48,56,11.118087768554688
600,48,57,11.10014533996582
600,48,58,11.072718620300293
600,48,59,11.058655738830566
600,48,60,11.037155151367188
600,48,61,11.010807037353516
600,48,62,10.996499061584473
600,48,63,10.980226516723633
600,48,64,10.960638999938965
600,48,65,10.947516441345215
600,48,66,10.931355476379395
600,48,67,10.915266990661621
600,48,68,10.903512001037598
600,48,69,10.879618644714355
600,48,70,10.864273071289062
600,48,71,10.851494789123535
600,48,72,10.844535827636719
600,48,73,10.8287935256958
600,48,74,10.812621116638184
600,48,75,10.806208610534668
600,48,76,10.78995132446289
600,48,77,10.781927108764648
600,48,78,10.765240669250488
600,48,79,10.747615814208984
600,48,80,10.728514671325684
600,48,81,10.72551155090332
600,48,82,10.712172508239746
600,48,83,10.69688892364502
600,48,84,10.697418212890625
600,48,85,10.683662414550781
600,48,86,10.674883842468262
600,48,87,10.65971851348877
600,48,88,10.653507232666016
600,48,89,10.629648208618164
600,48,90,10.626718521118164
600,48,91,10.608562469482422
600,48,92,10.595263481140137
600,48,93,10.584894180297852
600,48,94,10.575897216796875
600,48,95,10.560468673706055
600,48,96,10.560208320617676
600,48,97,10.551703453063965
600,48,98,10.533321380615234
600,48,99,10.515271186828613
600,48,100,10.50281047821045
600,48,101,10.506893157958984
600,48,102,10.493207931518555
600,48,103,10.479443550109863
600,48,104,10.46727180480957
600,48,105,10.455337524414062
600,48,106,10.447418212890625
600,48,107,10.430305480957031
600,48,108,10.410420417785645
600,48,109,10.39694881439209
600,48,110,10.388948440551758
600,48,111,10.378297805786133
600,48,112,10.36708927154541
600,48,113,10.355786323547363
600,48,114,10.338820457458496
600,48,115,10.3414306640625
600,48,116,10.320257186889648
600,48,117,10.314981460571289
600,48,118,10.292816162109375
600,48,119,10.284710884094238
600,48,120,10.269142150878906
600,72,1,55.541439056396484
600,72,2,33.396183013916016
600,72,3,27.49390983581543
600,72,4,25.350130081176758
600,72,5,23.691190719604492
600,72,6,22.118606567382812
600,72,7,20.6953067779541
600,72,8,19.416698455810547
600,72,9,18.315858840942383
600,72,10,17.291305541992188
600,72,11,16.446561813354492
600,72,12,15.886276245117188
600,72,13,15.444129943847656
600,72,14,15.079512596130371
600,72,15,14.763762474060059
600,72,16,14.491948127746582
600,72,17,14.230387687683105
600,72,18,13.992290496826172
600,72,19,13.799125671386719
600,72,20,13.626273155212402
600,72,21,13.446144104003906
600,72,22,13.298049926757812
600,72,23,13.127254486083984
600,72,24,12.999137878417969
600,72,25,12.854080200195312
600,72,26,12.726325035095215
600,72,27,12.607028007507324
600,72,28,12.495613098144531
600,72,29,12.387691497802734
600,72,30,12.297819137573242
600,72,31,12.202926635742188
600,72,32,12.105051040649414
600,72,33,12.018929481506348
600,72,34,11.947269439697266
600,72,35,11.87915325164795
600,72,36,11.820852279663086
600,72,37,11.759664535522461
600,72,38,11.709874153137207
600,72,39,11.653915405273438
600,72,40,11.622923851013184
600,72,41,11.574409484863281
600,72,42,11.520709991455078
600,72,43,11.486410140991211
600,72,44,11.4392728805542
600,72,45,11.406630516052246
600,72,46,11.373811721801758
600,72,47,11.342833518981934
600,72,48,11.309463500976562
600,72,49,11.261822700500488
600,72,50,11.249792098999023
600,72,51,11.213698387145996
600,72,52,11.175427436828613
600,72,53,11.137907028198242
600,72,54,11.10826587677002
600,72,55,11.099446296691895
600,72,56,11.069189071655273
600,72,57,11.041515350341797
600,72,58,11.021227836608887
600,72,59,10.995268821716309
600,72,60,10.962594032287598
600,72,61,10.941783905029297
600,72,62,10.920568466186523
600,72,63,10.900463104248047
600,72,64,10.87840461730957
600,72,65,10.847424507141113
600,72,66,10.835411071777344
600,72,67,10.821603775024414
600,72,68,10.79090690612793
600,72,69,10.771194458007812
600,72,70,10.748126029968262
600,72,71,10.735758781433105
600,72,72,10.732693672180176
600,72,73,10.704824447631836
600,72,74,10.696061134338379
600,72,75,10.668383598327637
600,72,76,10.655684471130371
600,72,77,10.652679443359375
600,72,78,10.628244400024414
600,72,79,10.602352142333984
600,72,80,10.588286399841309
600,72,81,10.582921981811523
600,72,82,10.571537971496582
600,72,83,10.544486999511719
600,72,84,10.53238296508789
600,72,85,10.52387809753418
600,72,86,10.498960494995117
600,72,87,10.495882034301758
600,72,88,10.465717315673828
600,72,89,10.457637786865234
600,72,90,10.454679489135742
600,72,91,10.437087059020996
600,72,92,10.422332763671875
600,72,93,10.408655166625977
600,72,94,10.398390769958496
600,72,95,10.385086059570312
600,72,96,10.362555503845215
600,72,97,10.355113983154297
600,72,98,10.346511840820312
600,72,99,10.332548141479492
600,72,100,10.31814193725586
600,72,101,10.309992790222168
600,72,102,10.291622161865234
600,72,103,10.279970169067383
600,72,104,10.254663467407227
600,72,105,10.263769149780273
600,72,106,10.233051300048828
600,72,107,10.227991104125977
600,72,108,10.19742202758789
600,72,109,10.2138671875
600,72,110,10.190165519714355
600,72,111,10.192306518554688
600,72,112,10.168907165527344
600,72,113,10.136735916137695
600,72,114,10.133491516113281
600,72,115,10.11301040649414
600,72,116,10.114578247070312
600,72,117,10.098950386047363
600,72,118,10.080649375915527
600,72,119,10.067914009094238
600,72,120,10.053359031677246
600,100,1,43.769405364990234
600,100,2,36.29568099975586
600,100,3,32.2811393737793
600,100,4,29.885080337524414
600,100,5,27.833484649658203
600,100,6,26.153945922851562
600,100,7,24.696561813354492
600,100,8,23.36221694946289
600,100,9,22.11351203918457
600,100,10,20.953746795654297
600,100,11,19.880996704101562
600,100,12,18.92535400390625
600,100,13,18.103015899658203
600,100,14,17.361404418945312
600,100,15,16.670299530029297
600,100,16,16.050539016723633
600,100,17,15.514500617980957
600,100,18,15.057064056396484
600,100,19,14.675153732299805
600,100,20,14.34908676147461
600,100,21,14.052275657653809
600,100,22,13.796525955200195
600,100,23,13.565147399902344
600,100,24,13.353485107421875
600,100,25,13.151080131530762
600,100,26,12.971687316894531
600,100,27,12.796189308166504
600,100,28,12.641106605529785
600,100,29,12.50155258178711
600,100,30,12.390891075134277
600,100,31,12.273451805114746
600,100,32,12.154970169067383
600,100,33,12.039541244506836
600,100,34,11.927346229553223
600,100,35,11.827961921691895
600,100,36,11.73470401763916
600,100,37,11.639694213867188
600,100,38,11.569783210754395
600,100,39,11.477608680725098
600,100,40,11.406620979309082
600,100,41,11.333306312561035
600,100,42,11.262557029724121
600,100,43,11.21180248260498
600,100,44,11.14490032196045
600,100,45,11.088732719421387
600,100,46,11.039713859558105
600,100,47,10.990673065185547
600,100,48,10.945509910583496
600,100,49,10.89091682434082
600,100,50,10.876067161560059
600,100,51,10.814017295837402
600,100,52,10.77696418762207
600,100,53,10.74323558807373
600,100,54,10.708617210388184
600,100,55,10.694963455200195
600,100,56,10.648720741271973
600,100,57,10.638374328613281
600,100,58,10.610421180725098
600,100,59,10.582042694091797
600,100,60,10.566341400146484
600,100,61,10.527918815612793
600,100,62,10.529918670654297
600,100,63,10.49470043182373
600,100,64,10.471552848815918
600,100,65,10.452653884887695
600,100,66,10.431448936462402
600,100,67,10.408712387084961
600,100,68,10.417058944702148
600,100,69,10.359692573547363
600,100,70,10.356618881225586
600,100,71,10.315698623657227
600,100,72,10.312573432922363
600,100,73,10.272090911865234
600,100,74,10.293261528015137
600,100,75,10.240242958068848
600,100,76,10.25731372833252
600,100,77,10.207706451416016
600,100,78,10.210001945495605
600,100,79,10.18797779083252
600,100,80,10.182330131530762
600,100,81,10.172525405883789
600,100,82,10.142269134521484
600,100,83,10.14101505279541
600,100,84,10.126347541809082
600,100,85,10.104970932006836
600,100,86,10.104369163513184
600,100,87,10.0810546875
600,100,88,10.062640190124512
600,100,89,10.041862487792969
600,100,90,10.044872283935547
600,100,91,10.022494316101074
600,100,92,10.004539489746094
600,100,93,9.979954719543457
600,100,94,9.983471870422363
600,100,95,9.950560569763184
600,100,96,9.93239688873291
600,100,97,9.916855812072754
600,100,98,9.884073257446289
600,100,99,9.873839378356934
600,100,100,9.862168312072754
600,100,101,9.855276107788086
600,100,102,9.829222679138184
600,100,103,9.80130672454834
600,100,104,9.777026176452637
600,100,105,9.78178882598877
600,100,106,9.760826110839844
600,100,107,9.742692947387695
600,100,108,9.7277193069458
600,100,109,9.720215797424316
600,100,110,9.693751335144043
600,100,111,9.705046653747559
600,100,112,9.685927391052246
600,100,113,9.663129806518555
600,100,114,9.649148941040039
600,100,115,9.643085479736328
600,100,116,9.6274995803833
600,100,117,9.611811637878418
600,100,118,9.602991104125977
600,100,119,9.595495223999023
600,100,120,9.590656280517578
500,4,1,135.7689208984375
500,4,2,115.92093658447266
500,4,3,95.60154724121094
500,4,4,77.61947631835938
500,4,5,62.61740493774414
500,4,6,50.729766845703125
500,4,7,41.10021209716797
500,4,8,34.062374114990234
500,4,9,29.497331619262695
500,4,10,26.506887435913086
500,4,11,24.467674255371094
500,4,12,23.29194450378418
500,4,13,22.48259925842285
500,4,14,21.865564346313477
500,4,15,21.354543685913086
500,4,16,20.88927459716797
500,4,17,20.45477294921875
500,4,18,20.07096290588379
500,4,19,19.721229553222656
500,4,20,19.38485336303711
500,4,21,19.06520652770996
500,4,22,18.762128829956055
500,4,23,18.460405349731445
500,4,24,18.17556381225586
500,4,25,17.877225875854492
500,4,26,17.59601402282715
500,4,27,17.30023765563965
500,4,28,17.033042907714844
500,4,29,16.75477409362793
500,4,30,16.48092269897461
500,4,31,16.24533462524414
500,4,32,16.03316879272461
500,4,33,15.845757484436035
500,4,34,15.696700096130371
500,4,35,15.553568840026855
500,4,36,15.411467552185059
500,4,37,15.29147720336914
500,4,38,15.172325134277344
500,4,39,15.07085132598877
500,4,40,14.955484390258789
500,4,41,14.868247032165527
500,4,42,14.767190933227539
500,4,43,14.675448417663574
500,4,44,14.602396011352539
500,4,45,14.509842872619629
500,4,46,14.429206848144531
500,4,47,14.374310493469238
500,4,48,14.271306991577148
500,4,49,14.207797050476074
500,4,50,14.122151374816895
500,4,51,14.03907585144043
500,4,52,13.958418846130371
500,4,53,13.88598346710205
500,4,54,13.822249412536621
500,4,55,13.770143508911133
500,4,56,13.7166748046875
500,4,57,13.673834800720215
500,4,58,13.599743843078613
500,4,59,13.560150146484375
500,4,60,13.525078773498535
500,4,61,13.496450424194336
500,4,62,13.472992897033691
500,4,63,13.444838523864746
500,4,64,13.416106224060059
500,4,65,13.400459289550781
500,4,66,13.389143943786621
500,4,67,13.380834579467773
500,4,68,13.363646507263184
500,4,69,13.351283073425293
500,4,70,13.324675559997559
500,4,71,13.31403923034668
500,4,72,13.285910606384277
500,4,73,13.276615142822266
500,4,74,13.257696151733398
500,4,75,13.245591163635254
500,4,76,13.237948417663574
500,4,77,13.216654777526855
500,4,78,13.212767601013184
500,4,79,13.20019245147705
500,4,80,13.1837739944458
500,4,81,13.17643928527832
500,4,82,13.161128997802734
500,4,83,13.16353988647461
500,4,84,13.141282081604004
500,4,85,13.145530700683594
500,4,86,13.121672630310059
500,4,87,13.125060081481934
500,4,88,13.107403755187988
500,4,89,13.09323787689209
500,4,90,13.090861320495605
500,4,91,13.10249137878418
500,4,92,13.062724113464355
500,4,93,13.084368705749512
500,4,94,13.057807922363281
500,4,95,13.038159370422363
500,4,96,13.022421836853027
500,4,97,13.019838333129883
500,4,98,13.006145477294922
500,4,99,12.994359016418457
500,4,100,12.985006332397461
500,4,101,12.977130889892578
500,4,102,12.968657493591309
500,4,103,12.956422805786133
500,4,104,12.947112083435059
500,4,105,12.958420753479004
500,4,106,12.933647155761719
500,4,107,12.917534828186035
500,4,108,12.902510643005371
500,4,109,12.882485389709473
500,4,110,12.880352020263672
500,4,111,12.859016418457031
500,4,112,12.85202693939209
500,4,113,12.8351469039917
500,4,114,12.85459041595459
500,4,115,12.818503379821777
500,4,116,12.823071479797363
500,4,117,12.801858901977539
500,4,118,12.788359642028809
500,4,119,12.775834083557129
500,4,120,12.775690078735352
500,12,1,94.48277282714844
500,12,2,63.01009750366211
500,12,3,43.77410125732422
500,12,4,33.31029510498047
500,12,5,26.682479858398438
500,12,6,23.613740921020508
500,12,7,22.152297973632812
500,12,8,20.935161590576172
500,12,9,19.889429092407227
500,12,10,18.977405548095703
500,12,11,18.135414123535156
500,12,12,17.411300659179688
500,12,13,16.812387466430664
500,12,14,16.332502365112305
500,12,15,15.927258491516113
500,12,16,15.587646484375
500,12,17,15.287237167358398
500,12,18,15.011139869689941
500,12,19,14.732747077941895
500,12,20,14.486222267150879
500,12,21,14.265180587768555
500,12,22,14.054426193237305
500,12,23,13.862268447875977
500,12,24,13.689848899841309
500,12,25,13.526981353759766
500,12,26,13.372471809387207
500,12,27,13.243103981018066
500,12,28,13.09099006652832
500,12,29,12.96175479888916
500,12,30,12.840205192565918
500,12,31,12.739136695861816
500,12,32,12.629097938537598
500,12,33,12.525243759155273
500,12,34,12.43991470336914
500,12,35,12.37949275970459
500,12,36,12.311239242553711
500,12,37,12.239991188049316
500,12,38,12.180874824523926
500,12,39,12.142212867736816
500,12,40,12.100971221923828
500,12,41,12.063693046569824
500,12,42,12.012325286865234
500,12,43,11.97258186340332
500,12,44,11.937943458557129
500,12,45,11.93502140045166
500,12,46,11.895952224731445
500,12,47,11.853506088256836
500,12,48,11.825055122375488
500,12,49,11.807297706604004
500,12,50,11.794514656066895
500,12,51,11.769489288330078
500,12,52,11.750543594360352
500,12,53,11.736586570739746
500,12,54,11.714940071105957
500,12,55,11.699666976928711
500,12,56,11.687883377075195
500,12,57,11.68557357788086
500,12,58,11.66689395904541
500,12,59,11.646185874938965
500,12,60,11.6389799118042
500,12,61,11.6220121383667
500,12,62,11.6217622756958
500,12,63,11.599027633666992
500,12,64,11.595386505126953
500,12,65,11.582847595214844
500,12,66,11.628607749938965
500,12,67,11.583026885986328
500,12,68,11.553119659423828
500,12,69,11.538317680358887
500,12,70,11.531228065490723
500,12,71,11.535943984985352
500,12,72,11.50105094909668
500,12,73,11.491146087646484
500,12,74,11.493102073669434
500,12,75,11.481032371520996
500,12,76,11.501426696777344
500,12,77,11.46983528137207
500,12,78,11.448128700256348
500,12,79,11.443402290344238
500,12,80,11.4351806640625
500,12,81,11.438104629516602
500,12,82,11.422775268554688
500,12,83,11.408711433410645
500,12,84,11.40745735168457
500,12,85,11.408082962036133
500,12,86,11.391098976135254
500,12,87,11.373580932617188
500,12,88,11.361540794372559
500,12,89,11.356362342834473
500,12,90,11.345223426818848
500,12,91,11.345917701721191
500,12,92,11.342635154724121
500,12,93,11.33801555633545
500,12,94,11.321958541870117
500,12,95,11.307317733764648
500,12,96,11.311208724975586
500,12,97,11.299691200256348
500,12,98,11.288529396057129
500,12,99,11.280988693237305
500,12,100,11.284943580627441
500,12,101,11.277908325195312
500,12,102,11.281469345092773
500,12,103,11.25849723815918
500,12,104,11.245694160461426
500,12,105,11.240775108337402
500,12,106,11.236854553222656
500,12,107,11.240168571472168
500,12,108,11.231344223022461
500,12,109,11.220205307006836
500,12,110,11.213179588317871
500,12,111,11.202115058898926
500,12,112,11.199631690979004
500,12,113,11.204669952392578
500,12,114,11.190713882446289
500,12,115,11.193016052246094
500,12,116,11.17992877960205
500,12,117,11.172584533691406
500,12,118,11.172319412231445
500,12,119,11.176280975341797
500,12,120,11.16036605834961
500,24,1,51.16287612915039
500,24,2,40.7617301940918
500,24,3,32.16132354736328
500,24,4,25.957582473754883
500,24,5,22.380033493041992
500,24,6,20.007123947143555
500,24,7,18.21761703491211
500,24,8,17.032663345336914
500,24,9,16.159812927246094
500,24,10,15.513506889343262
500,24,11,14.990100860595703
500,24,12,14.558928489685059
500,24,13,14.192723274230957
500,24,14,13.894394874572754
500,24,15,13.662053108215332
500,24,16,13.461451530456543
500,24,17,13.28771686553955
500,24,18,13.13225269317627
500,24,19,12.983997344970703
500,24,20,12.864376068115234
500,24,21,12.739524841308594
500,24,22,12.611510276794434
500,24,23,12.517353057861328
500,24,24,12.431808471679688
500,24,25,12.35413646697998
500,24,26,12.288951873779297
500,24,27,12.222867965698242
500,24,28,12.173200607299805
500,24,29,12.115604400634766
500,24,30,12.06312370300293
500,24,31,12.017219543457031
500,24,32,11.973865509033203
500,24,33,11.927996635437012
500,24,34,11.884868621826172
500,24,35,11.852291107177734
500,24,36,11.812212944030762
500,24,37,11.780017852783203
500,24,38,11.753832817077637
